44	0	39915
19	1	63311
594	2	46802
950	2	46845
883	3	6613
50	1	59593
444	3	7720
1144	3	7786
1339	2	46802
950	1	63414
1339	0	29028
1215	0	39817
1215	1	58626
50	0	48490
1425	1	61257
79	0	26523
848	4	16323
1393	3	64160
394	3	68619
1425	0	8550
821	0	39623
1475	3	70446
990	3	7743
848	0	22700
949	1	3549
44	0	19339
631	5	73535
1402	1	3475
637	0	49237
557	0	25026
446	3	7763
1215	4	14970
79	0	22802
330	3	7747
696	3	6177
594	0	37545
193	3	70744
79	5	69911
990	0	28004
77	0	23946
1459	2	46886
1128	1	60274
801	0	13423
848	6	40616
203	0	44013
19	0	35153
1280	0	9551
990	0	17752
442	0	26551
444	0	13987
696	0	7865
1426	7	27024
19	0	11148
19	1	2975
182	8	1617
637	0	20731
423	0	50074
1441	0	16775
50	0	21157
1159	1	57208
1917	0	38535
442	1	68384
949	1	72480
79	1	56775
248	3	7747
203	2	45952
1425	5	5885
1459	3	71028
1539	2	47131
1128	5	75551
203	0	9859
557	0	33801
203	0	11625
1159	4	15847
444	0	16647
422	0	11700
446	0	38344
950	9	37183
129	0	32441
558	0	30761
1425	3	6968
340	1	64953
607	3	70446
883	3	6150
226	10	27068
1587	5	69533
330	0	51927
277	0	29136
212	3	5933
330	2	46157
1215	5	73696
990	4	14820
203	0	24673
990	1	64970
153	1	62503
594	1	60168
1215	0	13808
696	0	47815
79	0	45532
445	11	47633
637	3	6157
1509	0	52678
1425	0	27797
1441	1	67487
801	0	39685
1257	1	62586
1441	2	46700
203	3	6440
1425	0	24567
442	0	44696
949	1	3212
44	1	55404
248	0	53119
127	2	46556
19	0	52906
1329	3	64160
79	1	60265
248	0	45275
950	1	65167
1128	0	582
696	3	7785
1215	0	32752
493	3	6155
36	0	14472
44	5	76066
1128	0	36306
1509	0	29776
248	4	14825
277	0	28061
79	0	11200
1339	1	68133
648	3	5933
79	1	63373
848	0	28614
573	3	65784
340	0	36606
79	0	49483
77	0	18177
394	5	68242
1539	2	47094
444	0	32319
79	5	69446
631	0	40152
19	0	29988
1215	3	7755
573	2	47165
444	0	17223
1475	3	65785
79	1	56909
801	0	18056
1215	0	25283
1160	3	6275
47	0	21658
1280	0	9475
1509	0	43301
637	2	46377
557	1	68483
1917	5	75887
1796	0	34215
1798	12	34607
1796	0	41711
50	0	48486
47	3	6245
19	4	13818
47	0	48596
77	5	70032
986	3	7785
637	0	13270
330	0	34399
77	0	12384
1796	1	54619
19	0	35452
848	0	12471
990	1	57563
1215	5	75261
1425	0	35382
558	1	67309
1729	1	62165
193	0	34672
1128	0	25074
1638	0	34319
44	1	55041
1638	1	62753
1426	0	22913
44	3	71028
137	0	41880
950	10	9105
248	0	20649
200	0	13353
1305	3	7786
44	0	8818
19	0	17519
1128	1	62011
1215	0	8793
