1276	419
1276	2140
1276	520
1276	747
1276	1989
1276	466
1276	413
1276	443
1276	2463
1276	80
506	2617
506	2805
506	33
506	337
506	1638
506	922
506	272
506	146
1285	57
1285	610
1285	95
1285	116
1285	504
1285	955
1285	2568
1285	1607
1285	2471
1285	419
274	2750
274	1129
274	1131
274	986
274	23
274	160
274	1132
274	1130
274	79
274	917
274	707
545	1085
545	304
545	157
545	285
545	1066
545	343
545	1639
545	416
545	302
545	1687
545	1686
447	373
447	175
447	20
447	484
447	871
447	748
447	485
447	2791
447	294
447	1522
447	36
447	648
769	1945
769	1454
769	814
769	81
769	1946
769	160
769	235
769	1452
769	1450
769	1257
345	1003
345	2770
345	115
345	111
345	95
345	1004
345	419
345	1297
345	198
345	1298
345	78
528	163
528	231
528	246
528	167
528	306
528	320
528	509
528	1667
528	26
528	1584
795	1675
795	1358
795	343
795	2037
795	750
795	1979
795	1980
795	178
795	479
795	1946
638	520
638	58
638	1767
638	1346
638	87
638	1800
638	14
638	387
638	90
638	36
638	88
1104	2295
1104	2470
1104	1470
1104	2309
1104	848
1104	2293
1104	369
1104	1916
1104	2311
1104	2308
1104	50
1104	588
1104	2
1104	592
1104	337
1104	936
1104	2307
1104	622
566	1020
566	1717
566	320
566	549
566	158
566	8
566	972
566	1027
566	235
424	160
424	93
424	537
424	1477
424	917
424	296
424	85
596	115
596	300
596	41
596	198
596	183
596	258
596	36
596	2459
596	95
1380	447
1380	510
1380	19
1380	751
1380	1775
1380	232
1380	1489
1380	2699
1380	615
1380	56
433	179
433	1493
433	178
433	73
433	160
433	320
433	1494
433	2061
433	520
433	33
1013	36
1013	304
1013	2222
1013	1831
1013	880
1013	155
1013	26
1013	33
1013	1067
1013	1148
541	703
541	1681
541	684
541	97
541	1680
541	568
541	687
541	1185
1032	866
1032	343
1032	82
1032	751
1032	2243
1032	999
1032	698
1032	913
1032	279
1032	2208
1237	366
1237	956
1237	958
1237	36
1237	2434
1237	1387
1237	559
1237	867
1237	1278
1237	218
175	752
175	1910
175	414
175	854
175	70
175	918
175	160
175	83
175	214
175	36
175	855
175	22
175	87
695	116
695	859
695	87
695	435
695	418
695	455
695	1856
695	160
695	791
695	168
316	36
316	112
316	205
316	50
316	855
316	220
316	364
316	478
316	26
316	5
316	29
113	607
113	601
113	2718
113	600
113	606
113	1742
113	1449
113	602
113	609
113	603
113	599
113	237
113	302
113	604
113	608
786	1507
786	751
786	1575
786	209
786	1840
786	189
786	2285
786	2
786	168
786	663
839	178
839	50
839	599
839	520
839	734
839	714
839	1609
839	1664
839	1832
839	610
839	343
839	198
839	810
839	112
1298	5
1298	164
1298	1419
1298	244
1298	1170
1298	79
1298	118
1298	190
1298	999
1298	401
1298	1198
1298	1713
657	189
657	1252
657	36
657	757
657	301
657	150
657	71
657	1821
657	1100
657	195
657	1820
109	175
109	80
109	285
109	588
109	304
109	263
109	90
109	36
109	589
109	748
706	4
706	1958
706	320
706	6
706	3
706	87
706	391
706	914
706	1358
706	539
1369	825
1369	537
1369	285
1369	59
1369	2592
1369	638
1369	2092
1369	351
1369	258
1369	610
1369	132
1369	2931
1369	683
1369	123
1369	62
277	1138
277	1137
277	391
277	22
277	540
277	1136
277	990
277	1557
277	1135
277	5
147	82
147	324
147	112
147	682
147	280
147	50
147	690
147	992
147	737
147	738
1070	578
1070	827
1070	698
1070	82
1070	83
1070	1468
1070	644
1070	515
1070	1556
1070	45
1049	2255
1049	343
1049	1083
1049	1117
1049	1703
1049	826
1049	1507
1049	304
1049	510
1049	160
1242	1094
1242	190
1242	1383
1242	1101
1242	433
1242	1993
1242	367
1242	711
1242	624
1242	152
899	343
899	505
899	1431
899	469
899	111
899	95
899	51
899	88
899	990
899	270
899	18
899	271
899	810
899	515
899	1052
751	296
751	206
751	1210
751	95
751	770
751	268
751	526
751	123
751	2840
751	1733
751	345
751	131
751	971
751	224
751	232
491	813
491	578
491	990
491	1612
491	6
491	593
491	1611
491	1613
1352	1331
1352	1209
1352	93
1352	1106
1352	33
1352	415
1352	304
1352	90
1352	2447
1352	490
1352	2696
1352	481
1352	1147
1352	830
1352	18
1192	74
1192	10
1192	14
1192	200
1192	285
1192	143
1192	102
1192	748
1192	95
1192	326
1192	289
1192	295
78	711
78	102
78	457
78	458
78	107
78	228
78	456
78	455
78	294
78	295
807	922
807	906
807	837
807	157
807	1309
807	1964
807	839
807	26
807	1308
807	144
807	462
807	36
807	465
807	2045
807	840
807	1897
807	838
807	1355
807	4
1161	50
1161	1296
1161	419
1161	115
1161	160
1161	906
904	2107
904	14
904	1071
904	419
904	95
904	520
904	1480
904	151
904	2108
399	1395
399	243
399	1697
399	1423
399	414
399	267
399	266
399	1049
399	721
399	808
399	1424
399	111
399	1419
399	6
399	83
399	992
399	189
399	1115
399	540
399	942
470	1487
470	509
470	1561
470	1450
470	1452
470	6
470	750
470	1562
470	1563
470	20
470	258
1240	2438
1240	519
1240	1767
1240	1696
1240	280
1240	740
1240	537
1240	119
1240	274
1240	81
1240	965
1240	599
1240	206
1240	36
571	1311
571	111
571	248
571	112
571	63
571	1065
571	1723
571	181
571	33
571	1722
295	568
295	554
295	195
295	192
295	79
295	123
295	115
295	198
295	1184
295	2757
295	610
295	623
295	1182
295	284
295	1185
295	688
295	157
295	367
439	160
439	1989
439	1512
439	201
439	610
439	1511
439	1176
439	1242
439	490
439	80
263	1105
263	40
263	1331
263	18
263	859
263	1106
263	91
263	14
263	289
263	405
1172	36
1172	999
1172	304
1172	925
1172	906
1172	207
1172	284
1172	58
1172	56
1172	748
1172	2382
1172	646
1172	45
1224	1144
1224	48
1224	29
1224	937
1224	751
1224	22
1224	681
1224	6
1224	1511
1224	1164
1224	1234
1224	848
615	718
615	1182
615	1779
615	2159
615	296
615	57
615	1859
615	1778
615	36
615	45
659	63
659	69
659	444
659	241
659	238
659	231
659	740
659	246
659	585
659	1421
230	2196
230	1011
230	209
230	922
230	913
230	266
230	414
230	343
230	544
230	529
969	140
969	304
969	2184
969	2183
969	658
969	226
969	101
969	1563
969	427
969	271
969	714
969	544
969	2185
969	2660
1383	304
1383	14
1383	277
1383	302
1383	388
1383	1274
1383	1068
1383	1480
1383	132
1383	794
1383	95
1383	346
1383	1919
392	423
392	36
392	178
392	1411
392	108
392	270
392	1412
392	1494
392	1413
392	1414
646	200
646	610
646	10
646	215
646	74
646	36
646	45
646	188
646	18
646	490
68	93
68	1237
68	2191
68	407
68	408
68	409
72	424
72	426
72	320
72	425
72	427
72	26
72	168
72	21
72	191
72	2713
575	324
575	1704
575	2813
575	868
575	1640
575	666
575	57
575	249
575	26
575	1086
531	455
531	212
531	861
531	1103
531	231
531	91
531	18
531	14
531	734
531	1670
531	381
931	2013
931	304
931	966
931	870
931	877
931	33
931	1173
931	999
931	456
931	356
931	1068
931	79
931	2107
931	330
931	2139
931	380
931	213
931	492
1196	1171
1196	902
1196	332
1196	157
1196	181
1196	304
1196	2402
1196	610
1196	33
1196	640
1196	343
3	325
3	23
3	38
3	21
3	19
3	20
3	25
3	515
3	34
3	35
3	29
3	32
3	206
3	446
3	28
3	168
3	22
3	454
3	531
3	31
3	521
71	421
71	36
71	417
71	88
71	1375
71	651
71	420
71	419
71	416
71	422
17	136
