(1,)	1712
(2,)	12522
(3,)	13354
(4,)	17274
(5,)	10124
(6,)	20778
(7,)	7586
(8,)	7291
(9,)	11017
(10,)	14032
(11,)	15775
(12,)	2093
(13,)	16782
(14,)	14044
(15,)	21122
(16,)	1698
(17,)	9977
(18,)	3617
(19,)	8905
(20,)	11932
(21,)	9205
(23,)	11551
(24,)	13703
(25,)	8095
(26,)	10767
(28,)	1599
(29,)	5976
(30,)	1346
(32,)	18
(33,)	1718
(34,)	21677
(35,)	10548
(36,)	7033
(37,)	9352
(38,)	15493
(39,)	9260
(40,)	20037
(41,)	3315
(42,)	14151
(43,)	6077
(44,)	8281
(45,)	16146
(46,)	11951
(47,)	11072
(48,)	9992
(49,)	3718
(50,)	3180
(51,)	22065
(52,)	455
(54,)	18093
(55,)	4270
(56,)	10981
(57,)	11849
(58,)	11895
(59,)	19395
(61,)	17335
(62,)	19864
(63,)	12219
(64,)	8093
(67,)	21446
(68,)	9136
(69,)	6905
(70,)	19279
(72,)	12621
(73,)	2868
(74,)	3504
(75,)	4684
(76,)	20773
(77,)	19765
(78,)	3997
(79,)	1425
(80,)	19223
(81,)	21518
(82,)	6255
(83,)	6341
(84,)	14754
(85,)	3313
(86,)	2462
(88,)	18033
(89,)	20399
(90,)	11255
(91,)	9922
(92,)	15544
(93,)	6688
(94,)	17551
(95,)	5046
(96,)	1438
(97,)	4206
(98,)	6286
(99,)	13735
(100,)	18091
(101,)	8306
(102,)	18517
(103,)	11441
(104,)	12007
(106,)	14698
(107,)	20705
(108,)	3906
(109,)	14310
(110,)	2274
(111,)	15832
(112,)	13745
(113,)	17179
(114,)	16570
(115,)	721
(117,)	5478
(118,)	19646
(119,)	9010
(121,)	4228
(122,)	9749
(123,)	1502
(124,)	18700
(126,)	2004
(127,)	6323
(128,)	13051
(129,)	16373
(130,)	17780
(131,)	17030
(132,)	2469
(133,)	5428
(134,)	14432
(135,)	16708
(136,)	12592
(137,)	18482
(138,)	12807
(139,)	13246
(140,)	19919
(141,)	9012
(142,)	6864
(143,)	6053
(144,)	126
(145,)	5300
(146,)	18844
(147,)	7148
(148,)	19405
(149,)	308
(150,)	16814
(151,)	14933
(152,)	16596
(153,)	17213
(154,)	8620
(155,)	9945
(156,)	7263
(157,)	10090
(158,)	8865
(160,)	18194
(162,)	3905
(163,)	5614
(164,)	7363
(165,)	1512
(166,)	17488
(167,)	7815
(171,)	9615
(172,)	1310
(173,)	20994
(174,)	4865
(175,)	9112
(177,)	4381
(178,)	8911
(179,)	1692
(181,)	21064
(182,)	8167
(183,)	6898
(184,)	17581
(185,)	3817
(187,)	63
(188,)	21344
(189,)	11611
(191,)	20820
(192,)	19868
(193,)	12126
(194,)	10646
(195,)	2731
(196,)	18027
(197,)	8682
(198,)	4382
(199,)	13404
(200,)	20040
(201,)	9701
(202,)	11059
(203,)	1877
(204,)	20515
(205,)	387
(206,)	11660
(207,)	7231
(208,)	9350
(210,)	5796
(211,)	8434
(212,)	536
(213,)	17616
(214,)	21552
(215,)	19139
(216,)	3513
(217,)	12576
(218,)	21543
(219,)	8465
(220,)	20525
(221,)	20792
(223,)	19831
(225,)	18064
(226,)	6831
(227,)	14517
(229,)	7332
(230,)	10650
(231,)	8850
(232,)	6739
(233,)	19107
(234,)	20652
(235,)	13004
(236,)	5117
(237,)	14637
(238,)	7599
(239,)	14298
(240,)	12225
(241,)	4864
(242,)	15704
(243,)	3083
(245,)	16255
(246,)	5956
(247,)	15065
(248,)	6073
(249,)	5783
(250,)	6197
(251,)	18713
(252,)	16076
(253,)	5957
(254,)	21321
(255,)	9380
(256,)	744
(257,)	10182
(258,)	5498
(259,)	5914
(260,)	12941
(262,)	20007
(263,)	6174
(264,)	2285
(265,)	4705
(266,)	2363
(267,)	14001
(268,)	8040
(269,)	14930
(270,)	21153
(271,)	13216
(273,)	3297
(274,)	17279
(275,)	4505
(276,)	393
(277,)	19865
(278,)	3344
(279,)	12393
(280,)	12590
(281,)	705
(282,)	3730
(283,)	529
(284,)	21122
(285,)	1467
(286,)	4367
(287,)	8172
(288,)	2758
(289,)	8775
(290,)	4731
(291,)	20563
(292,)	19742
(293,)	459
(294,)	314
(295,)	3489
(297,)	17806
(299,)	11221
(300,)	2794
(301,)	6691
(302,)	4596
(303,)	15749
(304,)	18447
(305,)	14581
(306,)	5380
(307,)	10092
(308,)	10873
(309,)	15700
(310,)	5090
(311,)	7997
(312,)	1840
(314,)	17838
(315,)	8808
(317,)	20569
(318,)	17860
(319,)	4042
(320,)	704
(321,)	1470
(322,)	3372
(323,)	17890
(324,)	9731
(327,)	3368
(328,)	16764
(329,)	13614
(330,)	4677
(331,)	41
(332,)	7400
(333,)	791
(334,)	7462
(337,)	14006
(338,)	12649
(339,)	4887
(340,)	11601
(341,)	21482
(342,)	9426
(343,)	7447
(344,)	12622
(345,)	3690
(346,)	16153
(347,)	5616
(348,)	3618
(349,)	7441
(350,)	3372
(351,)	9241
(352,)	11717
(355,)	2542
(356,)	20202
(357,)	10979
(358,)	3886
(359,)	11816
(360,)	2787
(361,)	1480
(362,)	19811
(363,)	4980
(364,)	5877
(365,)	14087
(366,)	17394
(367,)	10984
(368,)	19689
(369,)	5978
(370,)	22277
(371,)	13947
(373,)	4940
(374,)	21881
(375,)	9936
(376,)	20485
(377,)	9432
(379,)	11453
(380,)	3435
(381,)	8898
(382,)	16424
(383,)	21779
(384,)	12150
(385,)	8825
(386,)	2522
(387,)	73
(388,)	4924
(389,)	21501
(390,)	4806
(391,)	10527
(392,)	4848
(393,)	12900
(394,)	14858
(395,)	15690
(397,)	2212
(398,)	3718
(399,)	18943
(400,)	14022
(401,)	9167
(402,)	4741
(403,)	2974
(404,)	10614
(405,)	4206
(406,)	5978
(407,)	12659
(409,)	11698
(410,)	10470
(411,)	16256
(412,)	13964
(413,)	15808
(414,)	13571
(415,)	19724
(416,)	20896
(417,)	11004
(418,)	4543
(419,)	21436
(420,)	8174
(421,)	12770
(422,)	13740
(423,)	18013
(424,)	16302
(425,)	17696
(426,)	17497
(427,)	16257
(428,)	17465
(429,)	17793
(430,)	7629
(431,)	12687
(432,)	2793
(433,)	19135
(434,)	13825
(435,)	17274
(436,)	18984
(437,)	7213
(438,)	2968
(439,)	7797
(440,)	11874
(441,)	100
(442,)	6738
(443,)	622
(444,)	11942
(445,)	18351
(446,)	15546
(447,)	4425
(448,)	3620
(450,)	1963
(451,)	11452
(453,)	11943
(454,)	4634
(455,)	9734
(456,)	15129
(457,)	4770
(458,)	18256
(459,)	13835
(460,)	8063
(461,)	7057
(462,)	7380
(463,)	1902
(464,)	4520
(465,)	3861
(466,)	4740
(467,)	12383
(468,)	881
(469,)	13930
(470,)	12218
(471,)	1777
(472,)	3500
(473,)	21756
(474,)	19067
(475,)	2419
(476,)	15640
(477,)	19517
(478,)	5258
(479,)	992
(480,)	4841
(481,)	11976
